intrinsic,argument_preparation,a64_instruction,result,supported_architecture
poly8x8_t vld1_dup_p8(poly8_t const * ptr),ptr → Xn,"LD1R {Vt.8B},[Xn]",Vt.8B,"ARMv7
ARMv8"
poly8x16_t vld1q_dup_p8(poly8_t const * ptr),ptr → Xn,"LD1R {Vt.16B},[Xn]",Vt.16B,"ARMv7
ARMv8"
poly16x4_t vld1_dup_p16(poly16_t const * ptr),ptr → Xn,"LD1R {Vt.4H},[Xn]",Vt.4H,"ARMv7
ARMv8"
poly16x8_t vld1q_dup_p16(poly16_t const * ptr),ptr → Xn,"LD1R {Vt.8H},[Xn]",Vt.8H,"ARMv7
ARMv8"
float64x1_t vld1_dup_f64(float64_t const * ptr),ptr → Xn,"LD1 {Vt.1D},[Xn]",Vt.1D,ARMv8(AArch64)
float64x2_t vld1q_dup_f64(float64_t const * ptr),ptr → Xn,"LD1R {Vt.2D},[Xn]",Vt.2D,ARMv8(AArch64)
"void vst1_s8(int8_t * ptr, int8x8_t val)","ptr → Xn
val → Vt.8B","ST1 {Vt.8B},[Xn]",,"ARMv7
ARMv8"
"void vst1q_s8(int8_t * ptr, int8x16_t val)","ptr → Xn
val → Vt.16B","ST1 {Vt.16B},[Xn]",,"ARMv7
ARMv8"
"void vst1_s16(int16_t * ptr, int16x4_t val)","ptr → Xn
val → Vt.4H","ST1 {Vt.4H},[Xn]",,"ARMv7
ARMv8"
"void vst1q_s16(int16_t * ptr, int16x8_t val)","ptr → Xn
val → Vt.8H","ST1 {Vt.8H},[Xn]",,"ARMv7
ARMv8"
"void vst1_s32(int32_t * ptr, int32x2_t val)","ptr → Xn
val → Vt.2S","ST1 {Vt.2S},[Xn]",,"ARMv7
ARMv8"
"void vst1q_s32(int32_t * ptr, int32x4_t val)","ptr → Xn
val → Vt.4S","ST1 {Vt.4S},[Xn]",,"ARMv7
ARMv8"
"void vst1_s64(int64_t * ptr, int64x1_t val)","ptr → Xn
val → Vt.1D","ST1 {Vt.1D},[Xn]",,"ARMv7
ARMv8"
"void vst1q_s64(int64_t * ptr, int64x2_t val)","ptr → Xn
val → Vt.2D","ST1 {Vt.2D},[Xn]",,"ARMv7
ARMv8"
"void vst1_u8(uint8_t * ptr, uint8x8_t val)","ptr → Xn
val → Vt.8B","ST1 {Vt.8B},[Xn]",,"ARMv7
ARMv8"
"void vst1q_u8(uint8_t * ptr, uint8x16_t val)","ptr → Xn
val → Vt.16B","ST1 {Vt.16B},[Xn]",,"ARMv7
ARMv8"
"void vst1_u16(uint16_t * ptr, uint16x4_t val)","ptr → Xn
val → Vt.4H","ST1 {Vt.4H},[Xn]",,"ARMv7
ARMv8"
"void vst1q_u16(uint16_t * ptr, uint16x8_t val)","ptr → Xn
val → Vt.8H","ST1 {Vt.8H},[Xn]",,"ARMv7
ARMv8"
"void vst1_u32(uint32_t * ptr, uint32x2_t val)","ptr → Xn
val → Vt.2S","ST1 {Vt.2S},[Xn]",,"ARMv7
ARMv8"
"void vst1q_u32(uint32_t * ptr, uint32x4_t val)","ptr → Xn
val → Vt.4S","ST1 {Vt.4S},[Xn]",,"ARMv7
ARMv8"
"void vst1_u64(uint64_t * ptr, uint64x1_t val)","ptr → Xn
val → Vt.1D","ST1 {Vt.1D},[Xn]",,"ARMv7
ARMv8"
"void vst1q_u64(uint64_t * ptr, uint64x2_t val)","ptr → Xn
val → Vt.2D","ST1 {Vt.2D},[Xn]",,"ARMv7
ARMv8"
"void vst1_p64(poly64_t * ptr, poly64x1_t val)","ptr → Xn
val → Vt.1D","ST1 {Vt.1D},[Xn]",,ARMv8
"void vst1q_p64(poly64_t * ptr, poly64x2_t val)","ptr → Xn
val → Vt.2D","ST1 {Vt.2D},[Xn]",,ARMv8
"void vst1_f16(float16_t * ptr, float16x4_t val)","ptr → Xn
val → Vt.4H","ST1 {Vt.4H},[Xn]",,"ARMv7
ARMv8"
"void vst1q_f16(float16_t * ptr, float16x8_t val)","ptr → Xn
val → Vt.8H","ST1 {Vt.8H},[Xn]",,"ARMv7
ARMv8"
"void vst1_f32(float32_t * ptr, float32x2_t val)","ptr → Xn
val → Vt.2S","ST1 {Vt.2S},[Xn]",,"ARMv7
ARMv8"
"void vst1q_f32(float32_t * ptr, float32x4_t val)","ptr → Xn
val → Vt.4S","ST1 {Vt.4S},[Xn]",,"ARMv7
ARMv8"
"void vst1_p8(poly8_t * ptr, poly8x8_t val)","ptr → Xn
val → Vt.8B","ST1 {Vt.8B},[Xn]",,"ARMv7
ARMv8"
"void vst1q_p8(poly8_t * ptr, poly8x16_t val)","ptr → Xn
val → Vt.16B","ST1 {Vt.16B},[Xn]",,"ARMv7
ARMv8"
"void vst1_p16(poly16_t * ptr, poly16x4_t val)","ptr → Xn
val → Vt.4H","ST1 {Vt.4H},[Xn]",,"ARMv7
ARMv8"
"void vst1q_p16(poly16_t * ptr, poly16x8_t val)","ptr → Xn
val → Vt.8H","ST1 {Vt.8H},[Xn]",,"ARMv7
ARMv8"
"void vst1_f64(float64_t * ptr, float64x1_t val)","ptr → Xn
val → Vt.1D","ST1 {Vt.1D},[Xn]",,ARMv8(AArch64)
"void vst1q_f64(float64_t * ptr, float64x2_t val)","ptr → Xn
val → Vt.2D","ST1 {Vt.2D},[Xn]",,ARMv8(AArch64)
"void vst1_lane_s8(int8_t * ptr, int8x8_t val, const int lane)","ptr → Xn
val → Vt.8B
0 <= lane <= 7","ST1 {Vt.b}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_s8(int8_t * ptr, int8x16_t val, const int lane)","ptr → Xn
val → Vt.16B
0 <= lane <= 15","ST1 {Vt.b}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_s16(int16_t * ptr, int16x4_t val, const int lane)","ptr → Xn
val → Vt.4H
0 <= lane <= 3","ST1 {Vt.h}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_s16(int16_t * ptr, int16x8_t val, const int lane)","ptr → Xn
val → Vt.8H
0 <= lane <= 7","ST1 {Vt.h}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_s32(int32_t * ptr, int32x2_t val, const int lane)","ptr → Xn
val → Vt.2S
0 <= lane <= 1","ST1 {Vt.s}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_s32(int32_t * ptr, int32x4_t val, const int lane)","ptr → Xn
val → Vt.4S
0 <= lane <= 3","ST1 {Vt.s}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_s64(int64_t * ptr, int64x1_t val, const int lane)","ptr → Xn
val → Vt.1D
lane == 0","ST1 {Vt.d}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_s64(int64_t * ptr, int64x2_t val, const int lane)","ptr → Xn
val → Vt.2D
0 <= lane <= 1","ST1 {Vt.d}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_u8(uint8_t * ptr, uint8x8_t val, const int lane)","ptr → Xn
val → Vt.8B
0 <= lane <= 7","ST1 {Vt.b}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_u8(uint8_t * ptr, uint8x16_t val, const int lane)","ptr → Xn
val → Vt.16B
0 <= lane <= 15","ST1 {Vt.b}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_u16(uint16_t * ptr, uint16x4_t val, const int lane)","ptr → Xn
val → Vt.4H
0 <= lane <= 3","ST1 {Vt.h}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_u16(uint16_t * ptr, uint16x8_t val, const int lane)","ptr → Xn
val → Vt.8H
0 <= lane <= 7","ST1 {Vt.h}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_u32(uint32_t * ptr, uint32x2_t val, const int lane)","ptr → Xn
val → Vt.2S
0 <= lane <= 1","ST1 {Vt.s}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_u32(uint32_t * ptr, uint32x4_t val, const int lane)","ptr → Xn
val → Vt.4S
0 <= lane <= 3","ST1 {Vt.s}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_u64(uint64_t * ptr, uint64x1_t val, const int lane)","ptr → Xn
val → Vt.1D
lane == 0","ST1 {Vt.d}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_u64(uint64_t * ptr, uint64x2_t val, const int lane)","ptr → Xn
val → Vt.2D
0 <= lane <= 1","ST1 {Vt.d}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_p64(poly64_t * ptr, poly64x1_t val, const int lane)","ptr → Xn
val → Vt.1D
lane == 0","ST1 {Vt.d}[lane],[Xn]",,ARMv8
"void vst1q_lane_p64(poly64_t * ptr, poly64x2_t val, const int lane)","ptr → Xn
val → Vt.2D
0 <= lane <= 1","ST1 {Vt.d}[lane],[Xn]",,ARMv8
"void vst1_lane_f16(float16_t * ptr, float16x4_t val, const int lane)","ptr → Xn
val → Vt.4H
0 <= lane <= 3","ST1 {Vt.h}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_f16(float16_t * ptr, float16x8_t val, const int lane)","ptr → Xn
val → Vt.8H
0 <= lane <= 7","ST1 {Vt.h}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_f32(float32_t * ptr, float32x2_t val, const int lane)","ptr → Xn
val → Vt.2S
0 <= lane <= 1","ST1 {Vt.s}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_f32(float32_t * ptr, float32x4_t val, const int lane)","ptr → Xn
val → Vt.4S
0 <= lane <= 3","ST1 {Vt.s}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_p8(poly8_t * ptr, poly8x8_t val, const int lane)","ptr → Xn
val → Vt.8B
0 <= lane <= 7","ST1 {Vt.b}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_p8(poly8_t * ptr, poly8x16_t val, const int lane)","ptr → Xn
val → Vt.16B
0 <= lane <= 15","ST1 {Vt.b}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_p16(poly16_t * ptr, poly16x4_t val, const int lane)","ptr → Xn
val → Vt.4H
0 <= lane <= 3","ST1 {Vt.h}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1q_lane_p16(poly16_t * ptr, poly16x8_t val, const int lane)","ptr → Xn
val → Vt.8H
0 <= lane <= 7","ST1 {Vt.h}[lane],[Xn]",,"ARMv7
ARMv8"
"void vst1_lane_f64(float64_t * ptr, float64x1_t val, const int lane)","ptr → Xn
val → Vt.1D
lane == 0","ST1 {Vt.d}[lane],[Xn]",,ARMv8(AArch64)
"void vst1q_lane_f64(float64_t * ptr, float64x2_t val, const int lane)","ptr → Xn
val → Vt.2D
0 <= lane <= 1","ST1 {Vt.d}[lane],[Xn]",,ARMv8(AArch64)
int8x8x2_t vld2_s8(int8_t const * ptr),ptr → Xn,"LD2 {Vt.8B - Vt2.8B},[Xn]","Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
int8x16x2_t vld2q_s8(int8_t const * ptr),ptr → Xn,"LD2 {Vt.16B - Vt2.16B},[Xn]","Vt2.16B → result.val[1]
Vt.16B → result.val[0]","ARMv7
ARMv8"
int16x4x2_t vld2_s16(int16_t const * ptr),ptr → Xn,"LD2 {Vt.4H - Vt2.4H},[Xn]","Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
int16x8x2_t vld2q_s16(int16_t const * ptr),ptr → Xn,"LD2 {Vt.8H - Vt2.8H},[Xn]","Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
int32x2x2_t vld2_s32(int32_t const * ptr),ptr → Xn,"LD2 {Vt.2S - Vt2.2S},[Xn]","Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
int32x4x2_t vld2q_s32(int32_t const * ptr),ptr → Xn,"LD2 {Vt.4S - Vt2.4S},[Xn]","Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
uint8x8x2_t vld2_u8(uint8_t const * ptr),ptr → Xn,"LD2 {Vt.8B - Vt2.8B},[Xn]","Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
uint8x16x2_t vld2q_u8(uint8_t const * ptr),ptr → Xn,"LD2 {Vt.16B - Vt2.16B},[Xn]","Vt2.16B → result.val[1]
Vt.16B → result.val[0]","ARMv7
ARMv8"
uint16x4x2_t vld2_u16(uint16_t const * ptr),ptr → Xn,"LD2 {Vt.4H - Vt2.4H},[Xn]","Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
uint16x8x2_t vld2q_u16(uint16_t const * ptr),ptr → Xn,"LD2 {Vt.8H - Vt2.8H},[Xn]","Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
uint32x2x2_t vld2_u32(uint32_t const * ptr),ptr → Xn,"LD2 {Vt.2S - Vt2.2S},[Xn]","Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
uint32x4x2_t vld2q_u32(uint32_t const * ptr),ptr → Xn,"LD2 {Vt.4S - Vt2.4S},[Xn]","Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
float16x4x2_t vld2_f16(float16_t const * ptr),ptr → Xn,"LD2 {Vt.4H - Vt2.4H},[Xn]","Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
float16x8x2_t vld2q_f16(float16_t const * ptr),ptr → Xn,"LD2 {Vt.8H - Vt2.8H},[Xn]","Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
float32x2x2_t vld2_f32(float32_t const * ptr),ptr → Xn,"LD2 {Vt.2S - Vt2.2S},[Xn]","Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
float32x4x2_t vld2q_f32(float32_t const * ptr),ptr → Xn,"LD2 {Vt.4S - Vt2.4S},[Xn]","Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
poly8x8x2_t vld2_p8(poly8_t const * ptr),ptr → Xn,"LD2 {Vt.8B - Vt2.8B},[Xn]","Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
poly8x16x2_t vld2q_p8(poly8_t const * ptr),ptr → Xn,"LD2 {Vt.16B - Vt2.16B},[Xn]","Vt2.16B → result.val[1]
Vt.16B → result.val[0]","ARMv7
ARMv8"
poly16x4x2_t vld2_p16(poly16_t const * ptr),ptr → Xn,"LD2 {Vt.4H - Vt2.4H},[Xn]","Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
poly16x8x2_t vld2q_p16(poly16_t const * ptr),ptr → Xn,"LD2 {Vt.8H - Vt2.8H},[Xn]","Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
int64x1x2_t vld2_s64(int64_t const * ptr),ptr → Xn,"LD1 {Vt.1D - Vt2.1D},[Xn]","Vt2.1D → result.val[1]
Vt.1D → result.val[0]","ARMv7
ARMv8"
uint64x1x2_t vld2_u64(uint64_t const * ptr),ptr → Xn,"LD1 {Vt.1D - Vt2.1D},[Xn]","Vt2.1D → result.val[1]
Vt.1D → result.val[0]","ARMv7
ARMv8"
poly64x1x2_t vld2_p64(poly64_t const * ptr),ptr → Xn,"LD1 {Vt.1D - Vt2.1D},[Xn]","Vt2.1D → result.val[1]
Vt.1D → result.val[0]",ARMv8
int64x2x2_t vld2q_s64(int64_t const * ptr),ptr → Xn,"LD2 {Vt.2D - Vt2.2D},[Xn]","Vt2.2D → result.val[1]
Vt.2D → result.val[0]",ARMv8(AArch64)
uint64x2x2_t vld2q_u64(uint64_t const * ptr),ptr → Xn,"LD2 {Vt.2D - Vt2.2D},[Xn]","Vt2.2D → result.val[1]
Vt.2D → result.val[0]",ARMv8(AArch64)
poly64x2x2_t vld2q_p64(poly64_t const * ptr),ptr → Xn,"LD2 {Vt.2D - Vt2.2D},[Xn]","Vt2.2D → result.val[1]
Vt.2D → result.val[0]",ARMv8(AArch64)
float64x1x2_t vld2_f64(float64_t const * ptr),ptr → Xn,"LD1 {Vt.1D - Vt2.1D},[Xn]","Vt2.1D → result.val[1]
Vt.1D → result.val[0]",ARMv8(AArch64)
float64x2x2_t vld2q_f64(float64_t const * ptr),ptr → Xn,"LD2 {Vt.2D - Vt2.2D},[Xn]","Vt2.2D → result.val[1]
Vt.2D → result.val[0]",ARMv8(AArch64)
int8x8x3_t vld3_s8(int8_t const * ptr),ptr → Xn,"LD3 {Vt.8B - Vt3.8B},[Xn]","Vt3.8B → result.val[2]
Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
int8x16x3_t vld3q_s8(int8_t const * ptr),ptr → Xn,"LD3 {Vt.16B - Vt3.16B},[Xn]","Vt3.16B → result.val[2]
Vt2.16B → result.val[1]
Vt.16B → result.val[0]","ARMv7
ARMv8"
int16x4x3_t vld3_s16(int16_t const * ptr),ptr → Xn,"LD3 {Vt.4H - Vt3.4H},[Xn]","Vt3.4H → result.val[2]
Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
int16x8x3_t vld3q_s16(int16_t const * ptr),ptr → Xn,"LD3 {Vt.8H - Vt3.8H},[Xn]","Vt3.8H → result.val[2]
Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
int32x2x3_t vld3_s32(int32_t const * ptr),ptr → Xn,"LD3 {Vt.2S - Vt3.2S},[Xn]","Vt3.2S → result.val[2]
Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
int32x4x3_t vld3q_s32(int32_t const * ptr),ptr → Xn,"LD3 {Vt.4S - Vt3.4S},[Xn]","Vt3.4S → result.val[2]
Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
uint8x8x3_t vld3_u8(uint8_t const * ptr),ptr → Xn,"LD3 {Vt.8B - Vt3.8B},[Xn]","Vt3.8B → result.val[2]
Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
uint8x16x3_t vld3q_u8(uint8_t const * ptr),ptr → Xn,"LD3 {Vt.16B - Vt3.16B},[Xn]","Vt3.16B → result.val[2]
Vt2.16B → result.val[1]
Vt.16B → result.val[0]","ARMv7
ARMv8"
uint16x4x3_t vld3_u16(uint16_t const * ptr),ptr → Xn,"LD3 {Vt.4H - Vt3.4H},[Xn]","Vt3.4H → result.val[2]
Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
uint16x8x3_t vld3q_u16(uint16_t const * ptr),ptr → Xn,"LD3 {Vt.8H - Vt3.8H},[Xn]","Vt3.8H → result.val[2]
Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
uint32x2x3_t vld3_u32(uint32_t const * ptr),ptr → Xn,"LD3 {Vt.2S - Vt3.2S},[Xn]","Vt3.2S → result.val[2]
Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
uint32x4x3_t vld3q_u32(uint32_t const * ptr),ptr → Xn,"LD3 {Vt.4S - Vt3.4S},[Xn]","Vt3.4S → result.val[2]
Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
float16x4x3_t vld3_f16(float16_t const * ptr),ptr → Xn,"LD3 {Vt.4H - Vt3.4H},[Xn]","Vt3.4H → result.val[2]
Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
float16x8x3_t vld3q_f16(float16_t const * ptr),ptr → Xn,"LD3 {Vt.8H - Vt3.8H},[Xn]","Vt3.8H → result.val[2]
Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
float32x2x3_t vld3_f32(float32_t const * ptr),ptr → Xn,"LD3 {Vt.2S - Vt3.2S},[Xn]","Vt3.2S → result.val[2]
Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
float32x4x3_t vld3q_f32(float32_t const * ptr),ptr → Xn,"LD3 {Vt.4S - Vt3.4S},[Xn]","Vt3.4S → result.val[2]
Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
poly8x8x3_t vld3_p8(poly8_t const * ptr),ptr → Xn,"LD3 {Vt.8B - Vt3.8B},[Xn]","Vt3.8B → result.val[2]
Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
poly8x16x3_t vld3q_p8(poly8_t const * ptr),ptr → Xn,"LD3 {Vt.16B - Vt3.16B},[Xn]","Vt3.16B → result.val[2]
Vt2.16B → result.val[1]
Vt.16B → result.val[0]","ARMv7
ARMv8"
poly16x4x3_t vld3_p16(poly16_t const * ptr),ptr → Xn,"LD3 {Vt.4H - Vt3.4H},[Xn]","Vt3.4H → result.val[2]
Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
poly16x8x3_t vld3q_p16(poly16_t const * ptr),ptr → Xn,"LD3 {Vt.8H - Vt3.8H},[Xn]","Vt3.8H → result.val[2]
Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
int64x1x3_t vld3_s64(int64_t const * ptr),ptr → Xn,"LD1 {Vt.1D - Vt3.1D},[Xn]","Vt3.1D → result.val[2]
Vt2.1D → result.val[1]
Vt.1D → result.val[0]","ARMv7
ARMv8"
uint64x1x3_t vld3_u64(uint64_t const * ptr),ptr → Xn,"LD1 {Vt.1D - Vt3.1D},[Xn]","Vt3.1D → result.val[2]
Vt2.1D → result.val[1]
Vt.1D → result.val[0]","ARMv7
ARMv8"
poly64x1x3_t vld3_p64(poly64_t const * ptr),ptr → Xn,"LD1 {Vt.1D - Vt3.1D},[Xn]","Vt3.1D → result.val[2]
Vt2.1D → result.val[1]
Vt.1D → result.val[0]",ARMv8
int64x2x3_t vld3q_s64(int64_t const * ptr),ptr → Xn,"LD3 {Vt.2D - Vt3.2D},[Xn]","Vt3.2D → result.val[2]
Vt2.2D → result.val[1]
Vt.2D → result.val[0]",ARMv8(AArch64)
uint64x2x3_t vld3q_u64(uint64_t const * ptr),ptr → Xn,"LD3 {Vt.2D - Vt3.2D},[Xn]","Vt3.2D → result.val[2]
Vt2.2D → result.val[1]
Vt.2D → result.val[0]",ARMv8(AArch64)
poly64x2x3_t vld3q_p64(poly64_t const * ptr),ptr → Xn,"LD3 {Vt.2D - Vt3.2D},[Xn]","Vt3.2D → result.val[2]
Vt2.2D → result.val[1]
Vt.2D → result.val[0]",ARMv8(AArch64)
float64x1x3_t vld3_f64(float64_t const * ptr),ptr → Xn,"LD1 {Vt.1D - Vt3.1D},[Xn]","Vt3.1D → result.val[2]
Vt2.1D → result.val[1]
Vt.1D → result.val[0]",ARMv8(AArch64)
float64x2x3_t vld3q_f64(float64_t const * ptr),ptr → Xn,"LD3 {Vt.2D - Vt3.2D},[Xn]","Vt3.2D → result.val[2]
Vt2.2D → result.val[1]
Vt.2D → result.val[0]",ARMv8(AArch64)
int8x8x4_t vld4_s8(int8_t const * ptr),ptr → Xn,"LD4 {Vt.8B - Vt4.8B},[Xn]","Vt4.8B → result.val[3]
Vt3.8B → result.val[2]
Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
int8x16x4_t vld4q_s8(int8_t const * ptr),ptr → Xn,"LD4 {Vt.16B - Vt4.16B},[Xn]","Vt4.16B → result.val[3]
Vt3.16B → result.val[2]
Vt2.16B → result.val[1]
Vt.16B → result.val[0]","ARMv7
ARMv8"
int16x4x4_t vld4_s16(int16_t const * ptr),ptr → Xn,"LD4 {Vt.4H - Vt4.4H},[Xn]","Vt4.4H → result.val[3]
Vt3.4H → result.val[2]
Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
int16x8x4_t vld4q_s16(int16_t const * ptr),ptr → Xn,"LD4 {Vt.8H - Vt4.8H},[Xn]","Vt4.8H → result.val[3]
Vt3.8H → result.val[2]
Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
int32x2x4_t vld4_s32(int32_t const * ptr),ptr → Xn,"LD4 {Vt.2S - Vt4.2S},[Xn]","Vt4.2S → result.val[3]
Vt3.2S → result.val[2]
Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
int32x4x4_t vld4q_s32(int32_t const * ptr),ptr → Xn,"LD4 {Vt.4S - Vt4.4S},[Xn]","Vt4.4S → result.val[3]
Vt3.4S → result.val[2]
Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
uint8x8x4_t vld4_u8(uint8_t const * ptr),ptr → Xn,"LD4 {Vt.8B - Vt4.8B},[Xn]","Vt4.8B → result.val[3]
Vt3.8B → result.val[2]
Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
uint8x16x4_t vld4q_u8(uint8_t const * ptr),ptr → Xn,"LD4 {Vt.16B - Vt4.16B},[Xn]","Vt4.16B → result.val[3]
Vt3.16B → result.val[2]
Vt2.16B → result.val[1]
Vt.16B → result.val[0]","ARMv7
ARMv8"
uint16x4x4_t vld4_u16(uint16_t const * ptr),ptr → Xn,"LD4 {Vt.4H - Vt4.4H},[Xn]","Vt4.4H → result.val[3]
Vt3.4H → result.val[2]
Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
uint16x8x4_t vld4q_u16(uint16_t const * ptr),ptr → Xn,"LD4 {Vt.8H - Vt4.8H},[Xn]","Vt4.8H → result.val[3]
Vt3.8H → result.val[2]
Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
uint32x2x4_t vld4_u32(uint32_t const * ptr),ptr → Xn,"LD4 {Vt.2S - Vt4.2S},[Xn]","Vt4.2S → result.val[3]
Vt3.2S → result.val[2]
Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
uint32x4x4_t vld4q_u32(uint32_t const * ptr),ptr → Xn,"LD4 {Vt.4S - Vt4.4S},[Xn]","Vt4.4S → result.val[3]
Vt3.4S → result.val[2]
Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
float16x4x4_t vld4_f16(float16_t const * ptr),ptr → Xn,"LD4 {Vt.4H - Vt4.4H},[Xn]","Vt4.4H → result.val[3]
Vt3.4H → result.val[2]
Vt2.4H → result.val[1]
Vt.4H → result.val[0]","ARMv7
ARMv8"
float16x8x4_t vld4q_f16(float16_t const * ptr),ptr → Xn,"LD4 {Vt.8H - Vt4.8H},[Xn]","Vt4.8H → result.val[3]
Vt3.8H → result.val[2]
Vt2.8H → result.val[1]
Vt.8H → result.val[0]","ARMv7
ARMv8"
float32x2x4_t vld4_f32(float32_t const * ptr),ptr → Xn,"LD4 {Vt.2S - Vt4.2S},[Xn]","Vt4.2S → result.val[3]
Vt3.2S → result.val[2]
Vt2.2S → result.val[1]
Vt.2S → result.val[0]","ARMv7
ARMv8"
float32x4x4_t vld4q_f32(float32_t const * ptr),ptr → Xn,"LD4 {Vt.4S - Vt4.4S},[Xn]","Vt4.4S → result.val[3]
Vt3.4S → result.val[2]
Vt2.4S → result.val[1]
Vt.4S → result.val[0]","ARMv7
ARMv8"
poly8x8x4_t vld4_p8(poly8_t const * ptr),ptr → Xn,"LD4 {Vt.8B - Vt4.8B},[Xn]","Vt4.8B → result.val[3]
Vt3.8B → result.val[2]
Vt2.8B → result.val[1]
Vt.8B → result.val[0]","ARMv7
ARMv8"
